,Unnamed: 0,code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,vol_mean,day_count,vol_up,vol_down,vol_sum
2514,2514,600963,岳阳林纸,造纸,湖南,264.32,104315.9,104315.9,1519631.75,718695.5,476523.41,405118.97,3.88,0.013,5.02,1.38,20040525,2.59587204855,244.0,102.0,130.0,7.93532944835
1648,1648,600633,浙报传媒,出版业,浙江,27.35,118828.75,118828.75,810230.19,242426.02,51491.37,156478.2,1.32,0.144,3.7,4.25,19930304,2.59546150085,175.0,80.0,91.0,35.850759273
816,816,300058,蓝色光标,广告包装,北京,31.61,142068.34,199887.91,1528524.0,643315.5,14061.99,146357.41,0.73,0.175,2.39,4.64,20100226,2.59378763527,191.0,93.0,96.0,50.1844329976
2141,2141,601608,中信重工,专用机械,河南,1165.99,411000.0,433941.94,2102741.75,1246698.25,368177.53,210105.05,0.48,0.001,2.02,2.75,20120706,2.59270970114,238.0,117.0,113.0,34.28571787
914,914,2269,美邦服饰,服饰,上海,53.96,251250.0,252600.0,682233.38,391402.41,179232.72,20917.95,0.08,0.02,1.25,3.51,20080828,2.59114641199,227.0,107.0,115.0,53.6805751943
2181,2181,591,太阳能,新型电力,重庆,45.62,24127.52,136686.28,2916285.5,938050.13,1371405.38,805814.0,5.9,0.2,7.96,1.85,19960208,2.59007471337,237.0,118.0,117.0,9.77293092098
591,591,600380,健康元,化学制药,深圳,24.65,156105.31,158838.92,1413185.63,648466.56,440986.25,65949.15,0.42,0.1,3.08,3.21,20010608,2.58941674599,244.0,114.0,124.0,12.9114114807
2025,2025,600117,西宁特钢,特种钢,青海,0.0,74121.92,74121.92,2492112.5,573700.31,987285.69,39989.48,0.54,-0.344,1.1,4.8,19971015,2.58719680856,243.0,102.0,129.0,11.418086046
2032,2032,2097,山河智能,工程机械,湖南,129.89,62939.98,75532.5,658011.31,484847.94,105865.4,96793.06,1.28,0.018,3.17,2.91,20061222,2.58425541369,221.0,109.0,108.0,36.1796482713
2667,2667,2450,康得新,化工原料,江苏,35.22,286548.72,321975.28,1932535.63,1460821.5,342290.84,409028.31,1.27,0.124,2.99,5.85,20100716,2.58361297877,205.0,102.0,102.0,83.696047716
712,712,2678,珠江钢琴,文教休闲,广东,79.6,95362.59,95600.0,282674.47,160915.75,66519.15,31810.0,0.33,0.086,2.03,6.79,20120530,2.58273018401,224.0,109.0,113.0,11.4656475872
1924,1924,601555,东吴证券,证券,江苏,31.01,259100.0,300000.0,7943786.5,0.0,79974.02,1165218.75,3.88,0.12,6.6,2.14,20111212,2.58200050064,242.0,115.0,121.0,5.39296451471
45,45,601968,宝钢包装,广告包装,上海,0.0,28333.33,83333.32,531743.13,212966.02,244901.67,75259.71,0.9,-0.021,2.39,4.24,20150611,2.58195507829,244.0,119.0,122.0,45.4460162557
1531,1531,2132,恒星科技,钢加工,河南,45.43,71434.43,106108.59,328521.91,149524.59,101519.03,27459.1,0.26,0.054,1.69,2.89,20070427,2.58123269796,244.0,103.0,136.0,29.2153776795
2061,2061,600151,航天机电,半导体,上海,88.12,125017.99,143425.23,1259853.75,572474.63,397058.5,285842.53,1.99,0.032,3.32,3.44,19980605,2.58009704586,210.0,103.0,107.0,3.13756580061
226,226,2026,山东威达,机械基件,山东,81.97,35413.42,42009.83,199099.73,126654.07,42720.71,79930.18,1.9,0.036,4.66,2.53,20040727,2.5792070383,180.0,82.0,93.0,13.4486359841
2373,2373,2185,华天科技,半导体,甘肃,42.77,90576.9,106555.64,719957.13,381991.97,262434.53,252691.91,2.37,0.073,4.43,2.8,20071120,2.5779920213,244.0,114.0,128.0,18.1316778372
714,714,601126,四方股份,电气设备,北京,201.26,81317.2,81317.2,537241.06,400872.19,57969.23,140808.81,1.73,0.012,4.54,2.17,20101231,2.57457502241,244.0,123.0,116.0,129.418602192
1833,1833,600626,申达股份,纺织,上海,41.27,71024.28,71024.28,496760.25,278303.19,100833.65,14215.2,0.2,0.078,3.38,3.83,19930107,2.57426316989,214.0,104.0,106.0,2.19644532766
1939,1939,2214,大立科技,电器仪表,浙江,163.86,35534.01,45866.67,139708.47,117021.11,9709.87,19816.56,0.43,0.037,2.09,5.81,20080218,2.57332676025,235.0,104.0,128.0,57.2871776331
1466,1466,603456,九洲药业,化学制药,浙江,71.01,11568.0,44314.62,331305.78,150992.5,138707.25,146477.41,3.31,0.085,5.76,4.21,20141010,2.57311386792,244.0,122.0,116.0,95.4950081305
355,355,300272,开能环保,环境保护,上海,74.66,20053.77,33182.14,168910.22,80553.78,22663.17,13365.45,0.4,0.104,1.86,8.37,20111102,2.57082291159,207.0,98.0,108.0,52.1819413379
1603,1603,2106,莱宝高科,元器件,深圳,293.06,70354.92,70581.61,414114.56,234811.47,146617.92,207783.98,2.94,0.01,4.89,2.28,20070112,2.56675620341,195.0,90.0,100.0,32.568001376
2026,2026,2345,潮宏基,服饰,广东,31.59,82979.9,84511.11,410502.34,249118.91,24344.47,90478.38,1.07,0.167,3.07,3.44,20100128,2.56558462318,208.0,106.0,99.0,59.0583008456
1101,1101,603883,老百姓,医药商业,湖南,42.48,8412.32,26700.0,413624.78,261216.0,21077.71,108511.17,4.06,0.296,8.6,5.85,20150423,2.5655555731,184.0,89.0,93.0,21.789329481
740,740,2570,贝因美,乳制品,浙江,53.64,102051.03,102252.0,545053.94,308158.84,161954.56,118346.17,1.16,0.059,3.64,3.46,20110412,2.56531853632,244.0,107.0,135.0,7.91962385541
742,742,601002,晋亿实业,机械基件,浙江,0.0,79269.0,79269.0,404112.41,246400.7,127465.46,110231.45,1.39,-0.002,2.83,3.0,20070126,2.56318809931,244.0,110.0,130.0,14.7678601946
725,725,600167,联美控股,供气供热,辽宁,20.45,21100.0,68014.92,307345.13,152180.98,84500.96,24701.85,0.36,0.198,6.16,2.63,19990128,2.56302408714,175.0,82.0,91.0,46.8959105777
1904,1904,600359,新农开发,农业综合,新疆,0.0,38151.28,38151.28,296515.22,139104.92,92478.06,93757.4,2.46,-0.045,2.09,4.68,19990429,2.56209309463,244.0,108.0,126.0,12.1768169143
2722,2722,600218,全柴动力,农用机械,安徽,34.38,36875.5,36875.5,333409.47,230728.45,81581.97,104427.4,2.83,0.076,4.98,2.11,19981203,2.56192466611,237.0,99.0,135.0,11.7579075547
602,602,620,新华联,全国地产,北京,72.75,183694.64,189669.05,3499715.25,2520260.75,273520.5,210435.7,1.11,0.035,3.14,3.27,19961029,2.56107226601,244.0,117.0,119.0,11.5143740145
2082,2082,300137,先河环保,环境保护,河北,128.25,29059.83,34439.53,160552.25,106215.15,24080.95,67777.0,1.97,0.029,4.0,3.67,20101105,2.56071190429,243.0,109.0,130.0,4.1694199183
1376,1376,668,荣丰控股,区域地产,上海,0.0,14668.83,14684.19,186081.92,183381.2,453.92,8046.56,0.55,-0.045,4.37,4.95,19961210,2.5604751171,215.0,100.0,110.0,47.0938022858
1092,1092,2111,威海广泰,航空,山东,58.09,26366.33,36109.01,323041.22,184439.84,69933.97,96388.32,2.67,0.114,5.64,4.68,20070126,2.55758006669,225.0,94.0,130.0,13.5854715412
981,981,600621,华鑫股份,全国地产,上海,13.55,52408.23,52408.23,372482.5,214510.0,14198.15,21753.25,0.42,0.229,3.78,3.28,19921202,2.55704495652,240.0,114.0,122.0,31.1314525559
2694,2694,600006,东风汽车,汽车整车,湖北,34.66,200000.0,200000.0,1998276.25,1292770.5,308523.06,61461.46,0.31,0.061,3.26,2.58,19990727,2.55504045808,200.0,96.0,99.0,51.8955815804
556,556,2020,京新药业,化学制药,浙江,32.55,46329.07,63917.58,308469.63,152026.67,59674.9,152800.36,2.39,0.095,3.56,3.46,20040715,2.55380680894,223.0,110.0,110.0,98.8925104927
318,318,600970,中材国际,建筑施工,江苏,24.66,163994.59,175425.8,2817543.0,2298275.0,200595.97,149341.5,0.85,0.074,3.74,1.94,20050412,2.55376543572,244.0,107.0,131.0,86.3423871466
1741,1741,603001,奥康国际,服饰,浙江,19.89,34113.0,40098.0,531280.25,367769.63,43375.37,192974.38,4.81,0.527,9.98,2.1,20120426,2.55333609739,244.0,117.0,125.0,11.3944353234
1174,1174,600319,*ST亚星,化工原料,山东,0.0,31559.4,31559.4,213683.8,91131.88,104531.07,71594.9,2.27,-0.093,-0.58,-15.97,20010326,2.54876754287,162.0,76.0,82.0,33.3443698682
1121,1121,601101,昊华能源,煤炭开采,北京,0.0,119999.82,119999.82,2079097.75,417388.91,253757.63,323487.13,2.7,-0.084,5.4,1.21,20100331,2.5487559902,207.0,92.0,108.0,9.32715329596
1515,1515,600458,时代新材,塑料,湖南,49.68,66142.21,80279.81,1301940.0,821436.88,255215.2,308872.34,3.85,0.085,5.94,2.84,20021219,2.54746192721,244.0,109.0,131.0,5.20926897781
2041,2041,300204,舒泰神,生物制药,北京,39.45,46258.21,47595.01,213132.47,178545.3,23916.07,69851.3,1.47,0.115,3.61,5.04,20110415,2.54696800855,244.0,122.0,122.0,48.2295598442
1761,1761,2527,新时达,电器仪表,上海,52.63,36468.82,62017.12,455393.41,269667.38,42888.0,126144.17,2.03,0.146,4.25,3.61,20101224,2.54465513021,225.0,112.0,112.0,76.2808692207
1477,1477,600399,抚顺特钢,特种钢,辽宁,47.82,112962.28,130000.0,1289975.88,731708.81,353272.88,16257.42,0.13,0.038,1.51,4.76,20001229,2.54459049157,244.0,117.0,118.0,36.7762081339
1505,1505,601225,陕西煤业,煤炭开采,陕西,0.0,271000.0,1000000.0,8991232.0,1749847.25,3330998.0,737047.44,0.74,-0.004,3.13,1.91,20140128,2.54326989789,244.0,109.0,122.0,6.55694714422
1590,1590,300003,乐普医疗,医疗保健,北京,47.81,137206.34,174357.03,710741.19,295457.66,87972.99,137238.27,0.79,0.101,2.53,7.68,20091030,2.54214409483,218.0,112.0,103.0,97.7010180187
1548,1548,2358,森源电气,电气设备,河南,82.99,69215.22,79559.54,487076.94,349779.34,97769.03,42424.09,0.53,0.054,2.78,6.43,20100210,2.54099320172,230.0,111.0,118.0,12.1070557673
2572,2572,600422,昆药集团,中成药,云南,33.55,68122.6,78868.85,514000.94,310062.75,61210.88,180926.2,2.29,0.108,4.31,3.37,20001206,2.54091600475,244.0,114.0,128.0,122.687661939
249,249,600828,茂业商业,百货,四川,18.74,56981.73,173198.25,887514.69,272006.78,153051.63,33173.8,0.19,0.102,1.64,4.65,19940224,2.54052698631,130.0,65.0,62.0,20.6333226877
858,858,2731,萃华珠宝,服饰,辽宁,0.0,5342.0,15068.0,231251.34,205856.02,10962.12,40195.59,2.67,-0.009,7.17,3.82,20141104,2.5394784527,244.0,118.0,122.0,5.57429222778
2567,2567,300197,铁汉生态,环境保护,深圳,0.0,52581.57,101310.24,884937.88,546541.75,51886.98,273417.97,2.7,-0.004,4.68,3.55,20110329,2.53815048021,194.0,95.0,96.0,28.9209052982
2774,2774,600126,杭钢股份,普钢,浙江,39.35,83893.88,259783.78,2240122.0,730339.5,1121200.75,844526.88,3.25,0.043,5.32,1.27,19980311,2.53746669198,237.0,112.0,119.0,7.53301254714
1123,1123,601021,春秋航空,空运,上海,27.24,20000.0,80000.0,1648570.88,429680.0,584919.0,153433.27,1.92,0.458,8.63,5.78,20150121,2.53608276587,237.0,122.0,113.0,117.179366163
5,5,861,海印股份,房产服务,广东,93.09,186051.2,224986.3,790421.88,388926.38,12973.37,0.0,0.0,0.015,1.26,4.53,19981028,2.53480026977,244.0,115.0,122.0,23.1808719101
2284,2284,2507,涪陵榨菜,食品,重庆,31.22,29743.0,52623.82,173166.88,77999.15,72792.9,28441.0,0.54,0.22,2.71,5.08,20101123,2.53479851275,192.0,91.0,98.0,38.2417957576
502,502,2203,海亮股份,铜,浙江,24.88,146770.84,167140.09,1052055.25,584005.44,90928.5,15611.01,0.09,0.08,2.36,3.37,20080116,2.53324902226,184.0,92.0,89.0,62.2725417658
478,478,2088,鲁阳节能,矿物制品,山东,129.77,13686.32,23397.86,215764.22,119356.32,72010.9,53795.51,2.3,0.032,6.88,2.38,20061130,2.53032796607,244.0,98.0,142.0,4.79924861696
2419,2419,2575,群兴玩具,文教休闲,广东,525.29,58872.0,58872.0,96111.53,31375.4,40023.21,15371.74,0.26,0.005,1.52,6.7,20110422,2.52764081653,156.0,80.0,73.0,65.212312417
652,652,600558,大西洋,钢加工,四川,89.66,82872.46,89760.47,273835.66,140191.75,44186.35,74716.15,0.83,0.013,2.05,2.31,20010227,2.52722514298,244.0,106.0,133.0,45.4713609416
1936,1936,600316,洪都航空,航空,江西,0.0,71711.45,71711.45,1104402.63,679607.44,147826.94,314009.31,4.38,-0.037,7.14,2.78,20001215,2.52594602744,244.0,104.0,136.0,20.821228788
51,51,600747,大连控股,多元金融,辽宁,0.0,106432.84,146432.84,257723.91,229452.5,8265.28,99619.9,0.68,-0.009,1.39,3.42,19960916,2.52526454509,244.0,109.0,127.0,25.0334023441
2067,2067,600862,中航高科,航空,江苏,0.0,63792.85,139304.91,884520.38,647413.63,103574.97,144466.98,1.04,-0.008,2.39,5.77,19940520,2.52500701883,239.0,115.0,120.0,11.2884441646
1535,1535,300269,联建光电,半导体,深圳,63.56,25855.84,61378.83,357223.56,132040.48,21684.0,164930.25,2.69,0.093,5.34,4.41,20111012,2.52268922939,167.0,78.0,87.0,40.8113879687
2336,2336,2701,奥瑞金,广告包装,北京,17.99,152225.77,235522.56,1168606.13,441478.94,287009.16,104442.86,0.44,0.131,1.98,4.76,20121011,2.52137204954,242.0,116.0,118.0,150.770639663
2459,2459,712,锦龙股份,多元金融,广东,62.0,84650.0,89600.0,2143039.0,1689017.25,5842.66,71395.3,0.8,0.084,3.85,5.41,19970415,2.51985259464,188.0,96.0,89.0,27.891797798
1309,1309,2473,圣莱达,家用电器,浙江,0.0,15500.0,16000.0,46047.8,26613.61,10417.21,22195.42,1.39,-0.039,2.42,9.48,20100910,2.51949749414,140.0,72.0,66.0,35.1371503852
2471,2471,600978,宜华生活,家居用品,广东,33.08,148287.0,148287.0,1316951.88,746071.56,268107.06,245922.92,1.66,0.089,4.7,2.51,20040824,2.51921878767,149.0,72.0,76.0,62.1400610561
2457,2457,300357,我武生物,生物制药,浙江,52.9,7098.16,16160.0,63960.32,50597.26,8538.58,18170.96,1.12,0.176,3.78,9.86,20140121,2.51479198682,244.0,111.0,132.0,4.89019599492
2335,2335,2307,北新路桥,建筑施工,新疆,278.23,55730.62,55732.71,1215076.25,849456.81,50019.09,50054.09,0.9,0.008,2.67,3.22,20091111,2.51372548631,244.0,104.0,134.0,30.4156108376
327,327,31,中粮地产,全国地产,深圳,26.04,181372.02,181373.16,5764193.0,5189810.5,56076.3,27967.23,0.15,0.105,3.4,3.22,19931008,2.51234006392,241.0,119.0,115.0,63.9024586104
2762,2762,600803,新奥股份,农药化肥,河北,61.42,98578.5,98578.5,1303001.13,565271.44,505767.06,0.0,0.0,0.046,4.37,2.59,19940103,2.51217499202,223.0,96.0,122.0,12.0839791557
949,949,600121,郑州煤电,煤炭开采,河南,0.0,101534.34,101534.34,1151007.88,454945.56,498273.44,50314.1,0.5,-0.119,3.35,1.58,19980107,2.5118004474,227.0,96.0,124.0,15.3467365812
141,141,600743,华远地产,区域地产,北京,23.49,234610.09,234610.09,2388938.75,2294790.75,8663.11,4000.0,0.02,0.13,2.46,1.99,19960909,2.51111238093,233.0,118.0,106.0,34.4766970908
1381,1381,611,*ST天首,纺织,内蒙,0.0,31906.42,32182.19,39628.46,20743.2,3996.93,0.0,0.0,-0.024,0.56,14.1,19961008,2.51023742075,226.0,93.0,122.0,18.8788691215
2597,2597,2734,利民股份,农药化肥,江苏,35.28,8673.67,13000.0,124536.65,43038.81,51233.89,33346.55,2.57,0.224,6.16,5.13,20150127,2.50960397121,239.0,109.0,128.0,9.79980119972
191,191,600606,绿地控股,全国地产,上海,14.37,322336.84,1216815.5,61713912.0,56430456.0,911939.69,901498.19,0.74,0.378,4.46,2.43,19920327,2.50935792502,230.0,123.0,106.0,43.503111376
317,317,523,广州浪奇,日用化工,广东,313.17,44572.41,52294.42,351405.63,265285.84,43971.26,100667.28,1.93,0.01,3.32,3.7,19931108,2.50785852295,244.0,117.0,122.0,26.2791396751
1917,1917,600765,中航重机,机械基件,贵州,66.58,77800.32,77800.32,1323261.25,809898.06,291683.34,134766.73,1.73,0.06,4.24,3.75,19961106,2.50628270333,243.0,106.0,132.0,27.7242428436
1335,1335,2152,广电运通,电脑设备,广东,35.69,129464.77,161925.7,1056755.75,844618.88,63777.51,311367.69,1.92,0.11,4.87,3.24,20070813,2.50588578312,235.0,106.0,126.0,67.7932604289
775,775,600839,四川长虹,家用电器,四川,24.03,460999.78,461624.44,5612546.5,4093216.75,550782.0,390904.72,0.85,0.1,2.72,1.77,19940311,2.5044674306,244.0,114.0,126.0,48.0795410684
2316,2316,2069,*ST獐岛,渔业,辽宁,0.0,68079.0,71111.21,445095.5,261909.77,122087.11,87688.93,1.23,-0.013,1.24,7.83,20060928,2.50417972558,200.0,87.0,109.0,69.4228834228
1948,1948,554,泰山石油,石油贸易,山东,1753.57,36264.96,48079.32,107819.47,13291.4,43713.4,18721.27,0.39,0.003,1.9,4.69,19931215,2.50131317483,244.0,107.0,134.0,19.1647915969
1356,1356,933,*ST神火,煤炭开采,河南,7.25,189041.81,190050.0,5094917.0,1660476.75,2152436.0,195375.48,1.03,0.34,3.14,1.57,19990831,2.49908650125,243.0,104.0,126.0,3.07401846628
97,97,897,津滨发展,区域地产,天津,0.0,161712.69,161727.2,650978.31,610806.56,806.03,30965.06,0.19,-0.003,0.77,6.35,19990422,2.49898177984,244.0,114.0,123.0,16.1039719126
896,896,2255,海陆重工,专用机械,江苏,90.11,40679.42,62063.44,356160.56,207316.77,59852.44,87373.97,1.41,0.022,3.66,2.22,20080625,2.49897714296,217.0,96.0,117.0,10.3584705763
1031,1031,2334,英威腾,电气设备,深圳,113.99,52548.73,74918.14,222828.38,166855.17,19366.14,30230.51,0.4,0.037,2.27,3.71,20100113,2.49820361778,244.0,115.0,126.0,5.50669305628
2631,2631,2397,梦洁股份,纺织,湖南,45.55,33032.51,67824.15,195407.34,116255.57,59077.98,24462.49,0.36,0.048,2.13,4.11,20100429,2.49538413157,242.0,108.0,129.0,4.93709624901
1329,1329,2266,浙富控股,电气设备,浙江,427.73,143041.92,197871.98,525960.88,194320.5,54329.98,13115.07,0.07,0.003,1.47,3.63,20080806,2.49475252555,176.0,77.0,95.0,58.5194680602
1653,1653,601118,海南橡胶,橡胶,海南,0.0,393117.16,393117.16,1311199.5,549770.31,153395.86,378542.69,0.96,-0.022,2.01,3.06,20110107,2.49473894259,240.0,117.0,114.0,33.2605793399
2512,2512,665,湖北广电,影视音像,湖北,25.05,46107.01,63621.75,760649.25,77374.4,432901.59,346742.94,5.45,0.159,8.57,1.87,19961210,2.49450833089,218.0,95.0,116.0,59.8668011393
844,844,600240,华业资本,全国地产,北京,23.24,142425.34,142425.34,1622502.5,658463.25,21449.92,28096.43,0.2,0.133,3.35,3.68,20000628,2.49240482658,244.0,108.0,131.0,7.88211151487
1499,1499,600387,海越股份,石油贸易,浙江,0.0,38571.0,38610.0,820131.75,138223.7,521988.56,16950.92,0.44,-0.162,2.95,4.18,20040218,2.49062265244,244.0,105.0,139.0,3.54402697106
2756,2756,2301,齐心集团,文教休闲,深圳,87.67,35353.01,37360.0,324063.78,151472.06,59573.66,37218.85,1.0,0.125,3.14,6.98,20091021,2.4894700001,181.0,90.0,90.0,20.2185532521
253,253,600684,珠江实业,全国地产,广东,40.94,71121.72,71121.72,1034552.69,993986.63,23216.92,8592.11,0.12,0.053,3.29,2.62,19931028,2.48730533598,244.0,109.0,129.0,11.3217265605
486,486,600466,蓝光发展,区域地产,四川,0.0,87593.92,213610.64,6126035.0,5447577.5,89932.0,200693.95,0.94,-0.045,4.11,2.05,20010212,2.48569460791,207.0,105.0,96.0,54.2050602213
702,702,600268,国电南自,电气设备,江苏,0.0,63524.64,63524.64,1063589.5,717407.19,141814.56,96484.11,1.52,-0.182,2.8,2.72,19991118,2.48531644254,239.0,112.0,124.0,18.1487403232
2289,2289,603589,口子窖,白酒,安徽,19.08,29352.43,60000.0,507224.94,327446.06,93023.77,97688.22,1.63,0.451,6.56,5.25,20150629,2.48366288912,244.0,110.0,132.0,5.17965860202
453,453,601000,唐山港,港口,河北,15.41,401588.5,404718.94,1661735.38,413964.44,1064195.13,369353.66,0.91,0.068,2.64,1.59,20100705,2.48088136094,164.0,76.0,84.0,88.0497765219
1563,1563,2430,杭氧股份,化工机械,浙江,0.0,80933.59,83177.6,960820.38,436072.06,390901.22,88341.99,1.06,-0.04,4.38,1.91,20100610,2.47994110138,230.0,101.0,123.0,1.5424400612
1976,1976,2400,省广股份,广告包装,广东,35.4,109706.1,117613.46,843880.38,515346.41,3021.93,2888.56,0.02,0.22,2.25,6.91,20100506,2.47875025555,235.0,107.0,121.0,46.3105927842
670,670,2367,康力电梯,运输设备,江苏,30.46,45995.42,73860.02,416947.53,243104.41,106963.07,34976.78,0.47,0.126,3.3,4.67,20100312,2.47858690966,244.0,114.0,127.0,67.9528801589
2164,2164,600763,通策医疗,医疗保健,浙江,69.4,32064.0,32064.0,131175.42,33371.9,78040.18,3797.91,0.12,0.116,2.68,12.0,19961030,2.4770311276,168.0,97.0,69.0,55.1859212613
551,551,600425,青松建化,水泥,新疆,0.0,137879.02,137879.02,1125491.13,229946.97,598416.81,320171.16,2.32,-0.113,3.2,1.39,20030724,2.47578097627,244.0,109.0,121.0,30.4873605579
846,846,600698,湖南天雁,汽车配件,湖南,415.57,43109.17,97181.74,130126.57,101444.56,21935.93,37418.3,0.39,0.007,0.68,9.19,19931206,2.47400658801,244.0,110.0,130.0,14.6923120016
450,450,2375,亚厦股份,装修装饰,浙江,37.16,113150.88,133999.66,1703254.0,1461539.25,50450.3,184839.05,1.38,0.078,5.27,2.21,20100323,2.46973963715,244.0,115.0,128.0,30.8575710703
886,886,600895,张江高科,园区开发,上海,32.43,154868.95,154868.95,1784610.63,834106.44,37515.51,264697.41,1.71,0.149,4.96,3.89,19960422,2.46878001474,241.0,111.0,128.0,9.7828619485
804,804,2463,沪电股份,元器件,江苏,129.74,167324.91,167415.95,540443.31,198873.88,276947.38,16590.57,0.1,0.01,1.94,2.76,20100818,2.4679091321,244.0,109.0,126.0,1.24574859194
703,703,603969,银龙股份,其他建材,天津,58.29,13187.41,40000.0,160829.67,118820.65,18289.77,67153.43,1.68,0.115,3.74,3.58,20150227,2.46770720123,244.0,107.0,131.0,16.2805011557
2435,2435,603198,迎驾贡酒,白酒,安徽,29.94,16640.0,80000.0,517403.69,363619.5,127857.63,126300.05,1.58,0.413,4.99,4.96,20150528,2.46749423871,244.0,116.0,126.0,57.5537982529
2290,2290,780,平庄能源,煤炭开采,内蒙,0.0,101430.63,101430.63,529290.56,327978.0,88177.46,144955.09,1.43,-0.084,4.2,1.29,19970606,2.46695472502,244.0,110.0,126.0,8.55193681839
1789,1789,603169,兰石重装,专用机械,甘肃,335.17,38670.39,102541.54,675627.19,405541.25,211418.8,119620.72,1.17,0.018,2.91,4.2,20141009,2.46623921206,244.0,115.0,127.0,33.5074741542
